,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,split
1741, 4 Series,2019,25910,Semi-Auto,5029,Petrol,145,48.7,2.0,-1.1516350807496516
1743, X6,2019,64690,Automatic,3000,Petrol,145,26.4,3.0,0.038607281398518205
1745, X6,2019,68522,Semi-Auto,11330,Diesel,145,33.2,3.0,-1.1176311757004629
1747, 5 Series,2019,30570,Automatic,3067,Hybrid,145,49.6,2.0,0.44021635271015996
1749, 3 Series,2019,27998,Semi-Auto,11658,Diesel,150,48.7,2.0,-1.561402954184483
1751, 1 Series,2017,21995,Semi-Auto,23000,Petrol,145,39.8,3.0,-1.2130566977219264
1752, 1 Series,2017,20998,Semi-Auto,14992,Petrol,145,39.8,3.0,0.8902752201327313
1753, 3 Series,2015,16365,Semi-Auto,48812,Diesel,160,51.4,3.0,-0.2483756785612805
1754, 4 Series,2019,20995,Automatic,6004,Diesel,145,65.7,2.0,1.2771701378903548
1755, X6,2013,15380,Semi-Auto,71522,Diesel,300,38.2,3.0,-0.45234980203634956
1757, 1 Series,2014,9491,Manual,25174,Diesel,20,68.9,2.0,-0.4947148280657078
1758, 3 Series,2016,10591,Manual,62674,Diesel,20,72.4,2.0,-0.805766687601315
1761, 3 Series,2017,14430,Manual,26818,Petrol,145,49.6,1.5,0.22466108764186693
1762, 3 Series,2017,19645,Semi-Auto,27900,Diesel,150,64.2,2.0,0.4067831064772515
1763, 3 Series,2018,19765,Semi-Auto,24965,Petrol,145,48.7,2.0,1.592030424790821
1764, 3 Series,2015,12245,Semi-Auto,27721,Diesel,30,64.2,2.0,-0.36945597336006086
1765, 1 Series,2016,10950,Manual,30341,Diesel,20,72.4,1.5,0.5051638994753113
1766, 1 Series,2013,6491,Manual,73000,Diesel,0,74.3,1.6,1.1478474896952093
1767, 2 Series,2017,15991,Semi-Auto,12887,Petrol,145,55.4,1.5,-2.1836614624393995
1770, 3 Series,2014,10100,Manual,41738,Diesel,30,62.8,2.0,-0.7500350843697886
1771, X6,2020,65352,Semi-Auto,3158,Petrol,145,26.4,3.0,-0.14658836510288578
1772, X2,2019,31084,Semi-Auto,3096,Petrol,145,36.2,2.0,-0.16007408796336345
1773, 4 Series,2018,18210,Manual,17672,Petrol,145,46.3,2.0,0.05003546030973735
1774, 4 Series,2016,19000,Manual,10267,Petrol,200,43.5,2.0,0.8613803857362226
1775, X1,2016,17770,Semi-Auto,34290,Diesel,125,57.6,2.0,-1.5597838972658713
1776, X1,2019,19980,Manual,7113,Petrol,145,51.4,1.5,-0.7836167322177829
1777, 1 Series,2017,20750,Semi-Auto,16977,Petrol,200,39.8,3.0,0.6080726051063992
1778, 5 Series,2016,13465,Semi-Auto,71203,Diesel,125,60.1,2.0,-0.4955771911501188
1779, 1 Series,2016,13998,Semi-Auto,35441,Diesel,30,65.7,2.0,0.1168407974849971
1780, 3 Series,2017,14498,Manual,24719,Diesel,150,67.3,2.0,1.3781932696135588
1781, 3 Series,2019,24998,Semi-Auto,13957,Diesel,150,52.3,2.0,2.596326668840856
1783, 3 Series,2017,17998,Semi-Auto,24253,Diesel,150,64.2,2.0,0.6188359617780123
1786, X1,2014,10872,Manual,50716,Diesel,160,51.4,2.0,-0.3294224281599942
1787, 4 Series,2016,19642,Semi-Auto,23575,Diesel,125,60.1,2.0,0.4420533295352925
1790, 4 Series,2015,18272,Semi-Auto,33864,Diesel,125,60.1,2.0,1.1902981131835968
1791, 2 Series,2017,19212,Automatic,13301,Diesel,145,57.7,2.0,0.16221980473314954
1792, 3 Series,2014,11520,Manual,62828,Diesel,125,61.4,2.0,-0.9586479271430897
1795, 1 Series,2017,12290,Manual,31268,Diesel,150,72.4,1.5,0.870333525458974
1796, 2 Series,2016,16322,Semi-Auto,47254,Diesel,125,61.4,2.0,0.4561129065743948
1797, 5 Series,2018,27750,Automatic,24460,Diesel,145,60.1,3.0,0.14912791834338304
1798, X4,2019,42412,Semi-Auto,3414,Diesel,145,37.2,3.0,-0.5356448068564278
1799, M3,2017,37572,Semi-Auto,30573,Petrol,300,34.0,3.0,0.09809545100057508
1801, X3,2018,29022,Automatic,6716,Diesel,145,56.5,2.0,1.065117201390438
1803, 1 Series,2019,31723,Semi-Auto,1129,Diesel,145,60.1,2.0,-0.9989401865080916
1805, 4 Series,2016,17782,Semi-Auto,34942,Diesel,30,65.7,2.0,-0.41874588649573957
1807, X1,2017,17621,Semi-Auto,27531,Diesel,30,65.7,2.0,-0.14713610231436214
1809, 5 Series,2019,27241,Semi-Auto,7657,Hybrid,150,49.6,2.0,0.6914326176049317
1811, 6 Series,2016,19916,Automatic,43525,Diesel,160,51.4,3.0,1.2417223020343682
1812, 3 Series,2019,22780,Semi-Auto,11944,Petrol,145,44.8,2.0,-0.42876410671126103
1814, 4 Series,2019,22446,Automatic,10164,Diesel,145,65.7,2.0,1.1524775225190986
1817, 2 Series,2017,15582,Semi-Auto,10556,Diesel,20,68.9,2.0,0.2077904535330123
1818, 2 Series,2016,15342,Manual,37828,Petrol,205,42.8,2.0,1.2531799145408076
1820, 3 Series,2019,37980,Semi-Auto,3078,Petrol,145,34.9,3.0,0.4489423947735059
1821, 4 Series,2019,22380,Semi-Auto,9846,Diesel,145,65.7,2.0,-2.060176256314627
1822, X5,2019,44980,Semi-Auto,7383,Diesel,145,37.7,3.0,-0.81870030822786
1823, 1 Series,2017,16980,Manual,24985,Diesel,145,70.6,1.5,1.5120768551625743
1824, 2 Series,2019,23980,Semi-Auto,8452,Diesel,145,61.4,2.0,0.5641207763249431
1825, 7 Series,2019,47980,Automatic,339,Petrol,145,34.5,3.0,0.7942425687664801
1826, 1 Series,2018,18480,Semi-Auto,17402,Petrol,145,47.9,2.0,-0.5635046143654662
1827, 3 Series,2019,27280,Semi-Auto,7311,Petrol,145,42.2,2.0,-0.37707776203534893
1828, X1,2019,26280,Semi-Auto,3646,Petrol,145,48.7,2.0,-0.3541407925896991
1829, 2 Series,2019,18980,Manual,5500,Petrol,145,42.8,1.5,0.3462115504225462
1831, 1 Series,2019,17250,Manual,6824,Petrol,145,53.3,1.5,-0.5490860690668599
1832, 1 Series,2019,17250,Manual,4028,Petrol,145,53.3,1.5,-0.5453589292848952
1833, 1 Series,2019,17250,Manual,4122,Petrol,145,53.3,1.5,-1.0104044538423553
1834, 1 Series,2019,17250,Manual,11699,Petrol,145,53.3,1.5,1.484075426616376
1837, 2 Series,2019,18980,Semi-Auto,5992,Petrol,145,50.4,2.0,0.17225858582990147
1838, 3 Series,2019,40980,Semi-Auto,6250,Diesel,145,43.5,3.0,-1.5089443348008869
1840, 4 Series,2019,25480,Semi-Auto,8042,Diesel,145,65.7,2.0,0.476259515379275
1843, 1 Series,2016,11980,Automatic,25204,Petrol,30,58.9,1.5,0.030753401663744042
1845, 2 Series,2018,16980,Manual,19853,Diesel,150,64.2,2.0,0.6329450849871284
1848, X7,2019,74480,Automatic,7278,Diesel,145,31.4,3.0,-0.5078071496451171
1852, 3 Series,2016,18980,Semi-Auto,29902,Diesel,145,53.3,3.0,0.24484269332675626
1853, X3,2017,29980,Semi-Auto,25101,Diesel,150,47.9,3.0,-0.5748576593232828
1855, 1 Series,2020,28790,Semi-Auto,953,Diesel,145,51.4,2.0,-2.1663945816087513
1856, 1 Series,2019,24280,Manual,1947,Petrol,145,41.5,1.5,0.4606504808999463
1859, 4 Series,2015,15480,Automatic,50145,Petrol,200,43.5,2.0,0.5773312502799057
1860, 4 Series,2016,22480,Automatic,25742,Diesel,145,55.4,3.0,-0.6374232936430324
1861, 1 Series,2017,15280,Automatic,14709,Diesel,145,72.4,1.5,0.3645344553659171
1862, 4 Series,2019,28170,Semi-Auto,9647,Diesel,145,58.9,2.0,0.2263327271574755
1863, 5 Series,2017,22322,Semi-Auto,42295,Diesel,145,60.1,2.0,-0.9481366309298109
1864, 1 Series,2019,21670,Semi-Auto,7065,Petrol,145,42.8,1.5,-2.5558815097389886
1865, 1 Series,2013,11200,Semi-Auto,10239,Petrol,145,48.7,1.6,1.059892314847507
1866, i3,2017,19980,Automatic,26965,Hybrid,140,470.8,0.0,1.2520582984377397
1867, X1,2017,20092,Semi-Auto,25610,Petrol,160,44.8,2.0,1.7175204188592654
1868, 2 Series,2019,20190,Manual,4648,Petrol,145,42.8,1.5,0.4942711626060843
1869, 3 Series,2019,32790,Automatic,3750,Diesel,145,52.3,2.0,0.7009802465144177
1870, Z4,2019,32970,Automatic,467,Petrol,145,38.7,2.0,-0.8912929767988259
1873, X1,2017,19832,Semi-Auto,15242,Diesel,145,57.6,2.0,-0.10317891024142835
1874, X5,2017,36980,Automatic,18231,Diesel,145,42.8,3.0,-1.199937933440587
1875, X1,2015,14995,Manual,39000,Diesel,125,58.9,2.0,0.2900896241108023
1876, 3 Series,2014,9698,Semi-Auto,62121,Diesel,125,60.1,2.0,-0.053598737726622506
1877, X1,2017,17998,Semi-Auto,41604,Diesel,150,55.4,2.0,1.2410119031301952
1878, 1 Series,2017,20498,Semi-Auto,29319,Petrol,200,39.8,3.0,0.07000242701422306
1880, 5 Series,2014,15498,Semi-Auto,35822,Diesel,165,51.4,3.0,-0.5505554631616942
1881, X1,2017,20998,Semi-Auto,16216,Diesel,150,55.4,2.0,1.043849851344219
1882, X2,2019,31680,Semi-Auto,103,Diesel,145,58.9,2.0,-0.4847937008790493
1883, 1 Series,2019,31790,Semi-Auto,8211,Petrol,145,34.5,2.0,0.4966670614256044
1884, 1 Series,2019,26413,Manual,12262,Petrol,145,41.5,1.5,0.248374304965678
1885, 5 Series,2019,32400,Semi-Auto,7111,Diesel,145,55.4,2.0,-1.742541735472
1886, X1,2019,24000,Semi-Auto,5547,Diesel,145,47.9,2.0,-0.9134536854064488
1887, 1 Series,2018,15291,Manual,16891,Petrol,150,53.3,1.5,-0.657617872955953
1888, X4,2017,26191,Semi-Auto,37114,Diesel,200,47.9,3.0,-1.5873502637768349
1889, 3 Series,2018,17899,Semi-Auto,40500,Petrol,145,48.7,2.0,0.36051762529029363
1890, 1 Series,2016,16117,Manual,25231,Petrol,300,35.3,3.0,2.7809468214235173
1891, 3 Series,2017,19830,Semi-Auto,39664,Diesel,145,49.6,3.0,0.4408669202599455
1893, 1 Series,2017,16498,Manual,16706,Diesel,150,62.8,2.0,-0.31281514881302763
1896, 4 Series,2018,20998,Semi-Auto,18392,Diesel,150,65.7,2.0,1.004942379885564
1897, 1 Series,2014,13750,Semi-Auto,20000,Diesel,30,64.2,2.0,0.16161090667896014
1898, 3 Series,2016,19250,Semi-Auto,37679,Diesel,150,53.3,3.0,0.22743804154946856
1900, 4 Series,2020,31003,Semi-Auto,2400,Diesel,145,50.4,3.0,-0.09121762493060465
1901, 4 Series,2020,27003,Semi-Auto,1816,Petrol,145,48.7,2.0,-0.6641168745381014
1902, 1 Series,2014,8690,Manual,51344,Diesel,30,65.7,2.0,0.6184606068995047
1903, 2 Series,2019,21097,Semi-Auto,7947,Diesel,145,47.1,2.0,1.0129058633317385
1904, 1 Series,2019,23997,Semi-Auto,8423,Petrol,145,39.8,3.0,0.465002846526941
1905, 7 Series,2019,49990,Semi-Auto,5364,Diesel,145,44.1,3.0,-0.4044878458338122
1906, 5 Series,2019,42650,Semi-Auto,4000,Petrol,145,50.4,2.0,-0.4159291542433585
1907, M5,2019,61797,Semi-Auto,4419,Petrol,145,26.9,4.4,-1.5525087812858955
1908, X3,2019,35991,Semi-Auto,8667,Diesel,150,54.3,2.0,0.7043679538533928
1910, 4 Series,2015,15361,Manual,43745,Diesel,125,60.1,2.0,-0.210511151899912
1912, 3 Series,2016,12180,Manual,56763,Diesel,20,68.9,2.0,1.6386080259240108
1915, 3 Series,2014,11491,Manual,64021,Diesel,125,57.6,2.0,2.9484988393696536
1916, 5 Series,2017,27399,Semi-Auto,23607,Diesel,145,51.4,3.0,-1.728109184023285
1917, 5 Series,2016,17980,Semi-Auto,32205,Diesel,30,62.8,2.0,-1.1140575716839067
1919, 2 Series,2020,20980,Semi-Auto,9,Petrol,145,50.4,1.5,0.8117491887428416
1920, 2 Series,2020,20980,Semi-Auto,12,Petrol,145,50.4,1.5,-0.9880533855269958
1921, 1 Series,2019,21980,Manual,821,Diesel,145,72.4,1.5,-0.3508670071747043
1922, 6 Series,2020,33490,Semi-Auto,101,Petrol,145,42.8,2.0,1.496072834612429
1925, 1 Series,2019,20980,Manual,8617,Petrol,145,44.1,1.5,-0.31934702398233217
1928, X2,2020,28993,Semi-Auto,101,Diesel,145,61.4,2.0,-1.9620173277400679
1929, M4,2020,49623,Semi-Auto,2024,Petrol,145,34.0,3.0,1.1293863878751509
1930, X1,2020,27493,Manual,3609,Diesel,145,39.2,2.0,-0.021648138599419258
1932, M4,2019,44500,Semi-Auto,5644,Petrol,145,34.0,3.0,-0.4852599150217726
1933, 2 Series,2019,19990,Manual,6361,Diesel,145,51.4,2.0,0.276891403541823
1934, 3 Series,2015,14391,Semi-Auto,56262,Diesel,30,62.8,2.0,2.258624315446488
1935, 5 Series,2018,23891,Semi-Auto,23652,Diesel,145,48.7,2.0,0.3678835214890919
1936, X3,2019,30990,Semi-Auto,20423,Petrol,145,30.4,2.0,-1.4787583067483174
1937, X2,2019,31790,Semi-Auto,4169,Petrol,145,34.0,2.0,-0.8395854428202804
1938, X3,2020,36853,Semi-Auto,2479,Diesel,145,54.3,2.0,-1.4489093040184295
1940, 5 Series,2020,35493,Semi-Auto,5658,Petrol,145,50.4,2.0,-0.2867933033358455
1941, 3 Series,2017,15890,Manual,34588,Diesel,145,64.2,2.0,0.07508878400272861
1942, 2 Series,2018,20990,Semi-Auto,13268,Petrol,145,47.9,2.0,1.5614921364651289
1943, 1 Series,2019,18990,Semi-Auto,4539,Diesel,145,70.6,2.0,1.240876278157338
1944, 3 Series,2019,31990,Semi-Auto,4893,Diesel,145,52.3,2.0,1.0283300677832634
1946, 1 Series,2016,15690,Semi-Auto,26386,Diesel,20,67.3,2.0,0.3319357506348849
1947, X1,2017,21050,Semi-Auto,18099,Diesel,145,57.6,2.0,1.0054557512760935
1948, 1 Series,2017,14066,Semi-Auto,43260,Petrol,145,55.5,1.5,-0.2716553560124202
1951, 1 Series,2017,16995,Automatic,19654,Petrol,145,54.3,1.5,-1.44363644052863
1952, 4 Series,2019,24491,Semi-Auto,6462,Diesel,150,58.9,2.0,-0.1208812401201369
1954, X1,2016,19497,Semi-Auto,29959,Diesel,145,55.4,2.0,1.1377843279340552
1956, 5 Series,2019,28991,Semi-Auto,4636,Petrol,145,50.4,2.0,-0.9307083878343018
1957, X2,2020,32403,Semi-Auto,2580,Petrol,145,39.8,2.0,-0.8129477901716141
1958, X7,2019,72430,Semi-Auto,6391,Diesel,145,33.6,3.0,-0.33265258888392163
1959, 4 Series,2014,13591,Manual,73417,Diesel,125,57.6,2.0,-0.5520362859142631
1960, 1 Series,2017,17490,Semi-Auto,10571,Diesel,30,65.7,2.0,-0.19067011678794674
1961, 3 Series,2017,16490,Semi-Auto,30835,Diesel,145,70.6,2.0,0.20545468441059186
1963, 1 Series,2017,19990,Automatic,26841,Petrol,145,39.8,3.0,1.3675469739149557
1964, 1 Series,2018,17390,Semi-Auto,11690,Diesel,145,45.6,2.0,1.2367286200733285
1965, 4 Series,2016,22991,Semi-Auto,25220,Diesel,160,49.6,3.0,-0.9569937085238367
1967, X3,2016,24390,Semi-Auto,45646,Diesel,200,47.1,3.0,-0.17187475829273735
1968, 4 Series,2017,20217,Manual,31959,Petrol,145,43.5,2.0,-0.7317328576115892
1970, X1,2019,26480,Semi-Auto,9027,Diesel,145,50.4,2.0,2.3529284129226444
1972, X5,2019,49980,Semi-Auto,5041,Diesel,145,37.7,3.0,-0.5035733178754068
1974, 1 Series,2019,26980,Automatic,1250,Petrol,145,40.4,1.5,-0.6546620074657911
1975, X3,2014,19295,Semi-Auto,18458,Diesel,145,54.3,2.0,-0.7681820105788402
1976, 5 Series,2015,14160,Automatic,41075,Diesel,30,62.8,2.0,0.838395049616268
1978, 1 Series,2015,14391,Semi-Auto,42770,Diesel,125,61.4,2.0,-1.104489873337999
1979, X3,2015,19540,Semi-Auto,39370,Diesel,145,54.3,2.0,0.20725835275120538
1980, 3 Series,2015,12217,Manual,58943,Diesel,125,61.4,2.0,-0.6199492462698807
1981, 3 Series,2016,19400,Semi-Auto,19060,Diesel,145,53.3,3.0,-1.632158301829937
1984, 3 Series,2019,26480,Semi-Auto,5500,Petrol,145,42.2,2.0,-0.9704364624627457
1985, 4 Series,2019,24780,Semi-Auto,6251,Petrol,145,48.7,2.0,-0.35906925549237806
1986, 3 Series,2019,27780,Automatic,4586,Diesel,145,52.3,2.0,-0.02769333899633572
1987, X1,2019,25280,Semi-Auto,6153,Petrol,145,35.3,2.0,1.1351099762957932
1990, 3 Series,2018,22480,Semi-Auto,18620,Diesel,145,62.8,2.0,0.6906798820035477
1992, 5 Series,2017,18980,Semi-Auto,43169,Petrol,145,48.7,2.0,-0.005728519075261143
1995, 3 Series,2019,33950,Semi-Auto,5039,Diesel,150,52.3,2.0,-0.6388578268178857
1996, X7,2020,71980,Semi-Auto,8695,Diesel,150,31.4,3.0,1.2172653379406162
1997, 2 Series,2019,20450,Automatic,6269,Petrol,145,50.4,2.0,-0.4038901838592319
1998, 8 Series,2019,55980,Semi-Auto,3489,Diesel,145,39.8,3.0,0.22024723410176317
1999, 1 Series,2017,16990,Manual,32000,Diesel,30,62.8,2.0,0.8041009320692154
2000, 3 Series,2018,18980,Semi-Auto,19408,Diesel,150,65.7,2.0,-0.01368341113162414
2001, 1 Series,2016,12609,Manual,22991,Diesel,20,72.4,1.5,-2.0198387757916536
2002, 1 Series,2017,17894,Semi-Auto,14684,Petrol,145,54.3,1.5,1.0895718027736214
2003, 4 Series,2015,17310,Semi-Auto,31911,Diesel,125,57.6,2.0,1.8655223892798298
2005, 3 Series,2019,25940,Semi-Auto,8646,Diesel,150,53.3,2.0,-0.512992324445581
2006, 1 Series,2019,20440,Semi-Auto,3567,Petrol,150,47.9,2.0,-0.9221850414328877
2007, 1 Series,2019,18440,Semi-Auto,3605,Diesel,150,47.9,1.5,-0.3508066632125107
2008, 3 Series,2019,19750,Semi-Auto,5888,Petrol,150,51.4,1.5,0.36184624250279196
2009, 3 Series,2019,25940,Semi-Auto,7779,Diesel,150,53.3,2.0,1.5479848820858702
2010, 2 Series,2019,21450,Semi-Auto,3803,Petrol,145,39.2,1.5,0.9856736388489596
2011, X2,2019,31970,Automatic,3740,Petrol,145,34.0,2.0,-0.3302549483613907
2013, 2 Series,2020,25603,Semi-Auto,2880,Petrol,145,50.4,1.5,-2.006146984185609
2016, 4 Series,2016,21104,Semi-Auto,36741,Petrol,200,41.5,3.0,-0.4309905192749631
2018, 3 Series,2019,23480,Semi-Auto,4611,Diesel,150,65.7,2.0,1.027513070890074
2021, 2 Series,2019,21850,Automatic,4389,Petrol,145,40.9,1.5,-0.4044629525469386
2022, 1 Series,2019,19980,Manual,2557,Petrol,145,44.1,1.5,-0.09223922324014898
2025, 3 Series,2017,19980,Semi-Auto,10154,Diesel,145,56.5,3.0,-0.22418946217927604
2026, i8,2019,67940,Automatic,1110,Hybrid,135,141.2,1.5,-0.3725287304660588
2027, 2 Series,2018,18980,Manual,12769,Petrol,145,52.3,1.5,0.3572331421213386
2028, X1,2019,26450,Semi-Auto,7835,Diesel,150,60.1,2.0,-0.3029918705588819
2029, 2 Series,2019,22480,Semi-Auto,5869,Diesel,150,51.4,2.0,-0.015709230366709702
2030, 1 Series,2019,17780,Manual,7287,Diesel,150,72.4,1.5,-0.1469872499607344
2033, 5 Series,2017,21720,Automatic,26946,Diesel,145,65.7,2.0,-0.1197098138248495
2035, 3 Series,2016,19367,Automatic,25666,Diesel,160,51.4,3.0,-0.6877282254967998
2036, X1,2016,18990,Automatic,18604,Diesel,145,55.4,2.0,-0.7009596915036153
2037, 1 Series,2014,10970,Automatic,26423,Diesel,30,64.2,2.0,-0.06313017777930635
2043, 2 Series,2020,30980,Semi-Auto,1500,Petrol,145,42.2,1.5,-0.18376159215762936
2045, X1,2019,27980,Automatic,105,Petrol,145,40.9,1.5,-0.00045441820562420944
2046, 1 Series,2019,23440,Manual,4729,Petrol,145,41.5,1.5,-0.6830857535073097
2047, 3 Series,2019,31980,Automatic,4869,Diesel,145,50.4,2.0,1.2667673279630562
2048, 5 Series,2019,39480,Automatic,4859,Petrol,145,29.1,3.0,0.5779456765101341
2049, 1 Series,2020,23980,Semi-Auto,1500,Petrol,145,40.4,1.5,-0.20745049338190685
2052, 4 Series,2018,22470,Semi-Auto,1998,Diesel,145,60.1,2.0,-0.804999411465324
2053, 5 Series,2017,22980,Automatic,21687,Diesel,145,53.3,3.0,-1.877383963785731
2055, 4 Series,2016,18860,Semi-Auto,15422,Diesel,30,65.7,2.0,-0.18527766095458753
2057, 3 Series,2016,20584,Semi-Auto,36137,Diesel,145,53.3,3.0,-0.5636318222774113
2058, 1 Series,2015,11180,Manual,43424,Diesel,20,72.4,1.5,-0.8026069895199612
2060, 5 Series,2015,15995,Semi-Auto,31309,Diesel,30,62.8,2.0,-1.555798860546531
2061, 4 Series,2016,22431,Semi-Auto,31663,Diesel,160,51.4,3.0,-2.4949374633202224
2062, X1,2016,19480,Semi-Auto,19829,Diesel,125,57.6,2.0,0.16767935266382855
2064, 5 Series,2019,26380,Semi-Auto,7609,Diesel,145,65.7,2.0,0.0779972667339359
2065, X5,2019,56980,Semi-Auto,12173,Diesel,145,33.6,3.0,-0.3239340585102156
2067, X5,2019,56980,Semi-Auto,9029,Diesel,145,33.6,3.0,-0.4913475622022094
2068, 2 Series,2018,16780,Semi-Auto,21204,Petrol,145,40.9,1.5,-0.449661350964723
2069, 4 Series,2019,26990,Semi-Auto,4278,Diesel,150,52.3,3.0,1.1513124084397977
2070, X1,2019,25990,Semi-Auto,8989,Diesel,150,60.1,2.0,0.6589485872751923
2072, X4,2019,36990,Semi-Auto,8454,Diesel,150,42.8,2.0,0.48634078483741966
2073, M5,2019,63980,Semi-Auto,5000,Petrol,150,26.9,4.4,-0.573031066337812
2074, 2 Series,2017,21000,Semi-Auto,25435,Petrol,200,39.8,3.0,-0.2565189520485297
2076, 1 Series,2016,18866,Automatic,20581,Petrol,200,39.8,3.0,0.0749851943061501
2077, X4,2019,38182,Semi-Auto,2316,Diesel,145,42.8,2.0,1.1647703345519826
2078, 3 Series,2018,21512,Automatic,21045,Diesel,145,62.8,2.0,-0.1874299210598259
2080, 1 Series,2014,12222,Semi-Auto,11463,Petrol,125,50.4,1.6,1.3769899580110216
2082, 5 Series,2018,22601,Semi-Auto,50628,Diesel,150,60.1,2.0,-0.5662116888154941
2083, 3 Series,2015,13990,Manual,30441,Diesel,30,64.2,2.0,-1.5904351885490025
2084, 4 Series,2019,32990,Semi-Auto,2403,Diesel,145,60.1,2.0,-0.48682057710132376
2085, X1,2017,17370,Manual,29575,Diesel,145,58.9,2.0,-0.44815656984175417
2086, X4,2015,18390,Manual,53197,Diesel,160,52.3,2.0,-1.2942989078725533
2087, 3 Series,2015,11560,Automatic,60803,Diesel,30,67.3,2.0,1.1107234325991346
2088, 3 Series,2018,19990,Automatic,23494,Diesel,145,57.6,2.0,0.9504818488380455
2089, 3 Series,2018,21232,Semi-Auto,16219,Diesel,145,64.2,2.0,-1.0299773461159487
2090, X1,2019,26190,Semi-Auto,7137,Diesel,145,65.7,2.0,-0.5266130907068942
2094, X5,2016,21986,Automatic,54425,Diesel,200,47.9,3.0,1.5745107568787606
2095, X4,2019,41376,Automatic,9095,Diesel,145,37.2,3.0,0.44541950724186163
2096, X7,2019,69146,Automatic,2567,Petrol,145,24.8,3.0,0.7881731892507844
2097, X3,2019,42836,Semi-Auto,6881,Diesel,145,36.7,3.0,-2.725005059229471
2098, X4,2019,35694,Semi-Auto,4832,Diesel,145,42.8,2.0,0.506753739025668
2099, X1,2017,22052,Semi-Auto,13217,Petrol,145,44.8,2.0,0.20951412237521577
2100, 4 Series,2017,19961,Semi-Auto,22100,Diesel,150,65.7,2.0,-1.6044339296670986
2101, 4 Series,2019,26592,Semi-Auto,7038,Diesel,150,52.3,3.0,-0.775380050852634
2102, X5,2019,49991,Semi-Auto,6927,Diesel,150,37.7,3.0,-0.9364789877602097
2103, 1 Series,2015,13111,Manual,23320,Diesel,20,70.6,2.0,0.6023298003521474
2104, 2 Series,2016,21211,Semi-Auto,26182,Petrol,260,37.2,3.0,-0.3591100220023759
2105, 3 Series,2017,19702,Semi-Auto,27225,Diesel,30,62.8,2.0,-1.0185589434830844
2107, X3,2017,28562,Semi-Auto,14557,Diesel,145,47.9,3.0,-1.0578574141222805
2108, X6,2019,59990,Semi-Auto,2137,Diesel,145,34.9,3.0,0.4948455139846678
2110, 2 Series,2019,25490,Automatic,3339,Diesel,145,49.6,2.0,-0.2234893579101037
2111, 3 Series,2016,18212,Semi-Auto,9020,Diesel,30,65.7,2.0,-0.8320844510715053
2112, 3 Series,2015,16276,Automatic,31238,Diesel,145,55.4,2.0,0.9801786635219684
2113, X2,2020,34990,Automatic,2137,Petrol,145,34.0,2.0,1.8329273440461915
2114, 5 Series,2020,42990,Semi-Auto,2137,Diesel,145,60.1,3.0,-1.4840144058666043
2115, X1,2016,19682,Semi-Auto,41455,Diesel,125,57.6,2.0,-0.6128598335520465
2116, X3,2020,54990,Semi-Auto,2137,Hybrid,135,5.5,2.0,-0.6644072001652053
2117, 3 Series,2013,8492,Manual,73428,Diesel,20,68.9,2.0,-1.1668741319677085
2118, 5 Series,2019,37540,Automatic,4562,Diesel,145,60.1,3.0,0.3840477105292602
2119, X2,2019,29970,Automatic,3760,Petrol,145,36.2,2.0,1.0372398012650266
2121, X2,2019,31980,Automatic,4804,Petrol,145,34.0,2.0,-0.8568248845768667
2122, 5 Series,2019,29140,Semi-Auto,1499,Petrol,145,47.9,2.0,-0.6549419663459172
2123, 4 Series,2019,33230,Semi-Auto,6427,Petrol,145,44.8,2.0,0.46077891998264503
2124, 2 Series,2019,24110,Semi-Auto,4348,Diesel,145,49.6,2.0,0.5116495465611173
2126, 3 Series,2017,19082,Semi-Auto,31144,Diesel,145,62.8,2.0,0.1480736313525472
2127, 2 Series,2019,20896,Automatic,15462,Diesel,145,67.3,2.0,-0.6946953792082324
2128, X7,2019,62990,Semi-Auto,2137,Diesel,145,33.6,3.0,-0.6520885815466801
2129, 1 Series,2019,18840,Semi-Auto,10000,Petrol,145,54.3,1.5,0.438100653870093
2131, 3 Series,2019,25940,Semi-Auto,7821,Diesel,145,53.3,2.0,0.6481263955840221
2132, X6,2020,52990,Semi-Auto,3200,Diesel,145,34.9,3.0,0.1707494324981281
2133, 5 Series,2019,26980,Automatic,105,Petrol,145,50.4,2.0,-0.26236873229645147
